image_path,overall_grade,centering,corners,edges,surface
data\raw_slabs\ebay_287214742493.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336433500763.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397542619906.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236676356596.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287121887577.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267610062977.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287053849645.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389737862477.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198158599504.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306811434613.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377032239899.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336444147528.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175425.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175430.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175426.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236676348242.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227231508942.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117093681750.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127714797962.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168243544733.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317759654186.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168090631811.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168173339934.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388717202464.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336466463268.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336466467996.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389474869033.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336466453274.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168155672824.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389737882573.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389737876674.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317989488488.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257400084669.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177934983141.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167521107743.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157761371076.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147047180481.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406751122916.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406726614934.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167867757966.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287182392196.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127737489051.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287182391921.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287184489535.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287182385831.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317995811510.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389737843888.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317908378251.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317998541502.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277749502236.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298117611539.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236676340402.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298096046954.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236674958105.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298117459837.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257403496239.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336391878093.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366259882015.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406760178837.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267597051093.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397638609135.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317979353158.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389400218877.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298011079342.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206085780417.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227250154392.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177943877516.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147187165324.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177889036885.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236675179551.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177903223726.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137027128162.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365449086556.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585394.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397773300443.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_357555532054.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_357426003605.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227229671882.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306869573372.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_357555532054.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585394.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365222593609.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306486308476.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198212774354.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_156915321766.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388713952134.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_325809679534.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781146103.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365815332322.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406824033372.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147241825466.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127787905159.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236742397264.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198167508269.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397773300443.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_357555532054.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227229671882.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306869573372.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365222593609.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306486308476.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_156915321766.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781146103.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406824033372.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127787905159.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236742397264.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397773300443.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_357555532054.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227229671882.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306869573372.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365222593609.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306486308476.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_156915321766.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781146103.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406824033372.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127787905159.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236742397264.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,1,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397773300443.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_357555532054.webp,2,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227229671882.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306869573372.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365222593609.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306486308476.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_156915321766.webp,6,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277876875967.webp,7,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781146103.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406824033372.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127787905159.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236742397264.webp,10,1.0,1.0,1.0,1.0
